WPM Intervals,Label
66 63 70 66 63 69 64 67 68 68 67 63 65 64 63 63 64 66 70 60 63,0
45 42 38 39 42 48 41 44 47 46 48 39 44 39 43 38 42 39 43 47 46 38 38 42 42 45 47 38 44 41 48 47 42 44 44 46 40 44 41 45 47 38 39 48 47 40 48 46 41 41 47 47 45 38 47 40 43 48 39 40 47 39 39 41 42 44 44 41 47 38 38 45 48 46 43 42 44 40 48 38 40 42 45 41 43 39 47 47 44 44 45 48 48 41 48 48 45 47 45 46 43 48 38 38 38 43 41 46 42 42 43 45 44 38 45 48 45 47 39 45 47 38 43 42 46 44 41 43 42 40 43 42 39 42 38 44 41 42 46 44 48 47 38 40 39 40 45 46 39 44 39 48 45 43 48 40 46 41 45 42 48 39 43 41 41 40 45 39 46 40 43 38 44 41 45 43 46 43 45 44 38 42 39 45 48,0
30 37 30 33 38 35 34 33 39 39 34 31 40 38 39 34 31 39 38 35 38 37 32 34 32 38 30 32 31 32 38 30 38 32 31 39 38 40 40 32 40 32 36 39 30 40 32 32 33 37 40 39 30 34 31 36 31 40 32 39 30 32 38 35 38 33 38 32 37 37 33 36 31 39 38 34 39 37 32 37 33 40 33 33 33 32 38 30 33 38 32 34 33 37 33 31 34 35 31 33 34 33 39 38 40 36 39 36 36 31 39 36 35 36 35 38 35 37 40 40 35 35 37 40 39 37 31 36 35 33 30 40 38 39 40 40 34 30 31 40 32 37 35 37 31 33 35 31 35 33 36 38 32 37 32 39 39 30 35 30 37 36 31 39 35 30 38 40 37 31 36 30 37 30 30 31 40 38 32 31 39 37 32 33 35 31 36 30 38 31 40 37 33 30 34 31 30 40 40 38 33 34 38 37 30 32 39 40 30 39 33 35 38 31 36 39 32 40 32 40 34 33 34 39 33 34 30 37 40 38 36 32 34 37 35 38 34 38 40 31 38 33 38 36 36 36 37 40 40 39 35 37 39 34 35 33 40 33 33 39 37 40 38 31 32 38 32 37 35 34 34 33 35 31 38 38 32 34 33 30 35 40 32 40 36 34 30 32 34 35 33 31 40 37 36 32 30 36 34 35 34 31 32 38 36 30 35 30 31 32 37 33 32 33 38 30 36 30 38 31 39 32 39 33 38 32 30 36 37 33 33 33 35 40 33 37 35 39 34 31 36 35 38 36 38 40 33 30 32 37 37 30 40 31 36 37 39 31 30 35 30 30 32 38 33 31 31 33 36 36 31 33 36 38 30 30 36 31 33 38 40 31 30 40 30 38 34 36 40 39 35 37 36 30 40 33 30 36 30 34 36 35 35 34 32 30 31 31 35 35 39 35 33 34 30 30 33 40 40 36 36 40 30 38 35 34 34 38 36 39 32 30 32 32 37 30 36 32 31 32 37 31 35 40 40 34 39 34 35 36 32 35 37 32 32 33 38 37 36,0
55 56 56 57 55 56 55 56 55 57 55 56 57 55 57 57 55 57 55 55 56 56 56 57 55 57 55 55 56 57 57 57 56 57 56 57 55 57 57 55 57 57 57 55 57 55 56 57 55 55 57 55 56 55 57 56 57 56 55 55 56 56 56 56 55 56 56 57 56 56 57 57 55 56 56 56 56 55 56 56 56 56 56 57 55 56 55 57 57 55 56 57 55 55 57 55 56 56 56 56 55 55 57 56 55 55 57 57 57 57 55 57 55 56 56 55 57 55 57 57 57 56 57 56 57 55 55 57 56 57 57 57 57 55 57 57 57 57 57 55 55 55 57 56 55 56 57 55 55 57 56 55 57 57 56 57 56 57 56 56 56 56 57 56 55 55 55 56 57 55 57 57 56 55 57 55 56 56 57 57 57 57 56 55 55 55 57 56 57 56 56 57 55 55 55 57 57 56 56 56 56 57 56 55 55 57 57 55 57 56 57 55 55 56 55 56 57 55 56 55 55 55 57 57 57 55 57 55 57 56 57 57 56 55 55 57 55 56 56 57 56 56 55 55 56 57 57 55 56 55 57 56 56 56 57 55 57 57 57 57 55 57 57 55 55 56 56 57 55 57 56 56 57 57 57 55 55 56 57 55 57 55 57 56 55 55 56 57,1
60 60 60 61 61 61 60 62,1
50 56 54 50 58 53 59 55 54 55 50 49 49 52 51 53 55 56 58 50 57 49 56 55 49 54 49 55 49 54 52 59 53 56 50 56 52 59 54 52 55 59 58 52 50 55 49 53 57 57 53 56 51 50 56 54 55 52 54 55 51 56 50 57 53 49 53 54 52 56 58 54 56 54 58 51 50 53 58 52 56 51 52 52 59 56 50 58 55 54 59 51 52 58 49 58 58 51 56 59 49 55 49 58 55 57 52 58 49 54 54 51 59 50 59 58 49 49 54 58 54 51 53 56 59 57 54 56 51 55 50 59 54 51 56 55 53 56 55 56 58 52 56 52 56 57 50 50 55 55 51 50 57 51 57 54 49 59 56 57 51 57 56 57 49 59 52 57 58 52 52 52 49 54 49 53 59 50 49 58 50 53 49 56 52 51 49 58 54 53 55 55 55 56 56 51 56 56 51 55 59 51 52 58 57 59 50 51 55 58 49 52 55 56 55 50 57 49 59 59 50 49 52 51 50 54 49 57 57 54 55 56 56 57 56 59 55 50 53 50 56 52 59 51 51 55 59 56 57 56 56 57 54 54 59 55 54 57 50 58 51 55 56 57 55 56 51 56 52 54 51 55 51 57 49 49 51 56,0
54 53 53 54 54 54 53 54 55 53 54 53 53 53 55 55 55 55 55 54 55 54 53 54 53 55 54 54 53 53 53 54 53 55 53 55 54 55 55 53 55 53 54 54 53 55 53 53 53 55 55 54 55 53 53 55 53 54 53 55 55 53 55 53 55 55 55 54 54 54 55 54 53 55 53 53 53 53 55 55 55 54 53 53 53 55 55 54 54 53 53 54 53 55 55 55 55 54 55 54 54 53 53 53 55 54 53 54 55 53 54 53 54 54 54 55 53 54 53 53 55 53 53 54 54 54 55 54 55 53 53 54 53 54 54 55 53 53 54 55 55 54 55 54 54 53 54 53 54 54 55 53 54 54 54 53 53 55 54 54 54 54 54 55 53 53 55 53 54 54 55 53 53 54 55 54 54 55 53 55 54 55 54 55 53 53 55 55 55 53 54 53 55 54 54 53 54 53 54 55 54 54 55 54 54 53 54 55 54 55 54 54 55 55 54 55 54 55 53 55 54 54 53 54 53 55 54 53 55 53 55 55 54 53 54 55 54 55 53 55 55 53 53 54 53 53 53 55 54 54 54 55 54 55 55 53 54 53 53 54 53 54 53 54 54 55 55 54 55 53 54 53 53 55 54 53 54 55 54 54,1
69 68 69 69 68 69 67 67 68 68 67 67 69 68 69 67 67 67 69 69 69 69 67 68 67 67 68 68 67 67 68 67 68 68 67 69 69 68 69 67 69 69 68 68 69 69 68 67 67 68 68 67 67 67 68 68 67 67 67 68 67 67 67 68 69 67 67 69 67 69 67 69 68 67 69 68 68 69 67 69 67 67 69 69 68 68 68 67 69 68 69 68 69 68 69 68 68 69 67 68 67 67 67 69 68 69 68 67 69 69 69 67 67 67 67 69 67 68 69 69 68 68 68 67 69 68 69 69 69 68 68 68 67 67 67 68 68 67 68 69 68 67 69 69 67 69 69 67 67 67 69 67 68 69 69 67 68 69 68 67 69 68 68 69 67 69 68 68 67 67 69 69 67 69 67 67 67 68 68 69 69 67 68 67 69 68 69 69 67 69 69 68 68 69 69 69 69 69 68 67 69 68 68 68 68 68 68 68 68 69 67 67 68 68 69 69 67 67 69 67 68 68 69 69 67 67 67 69 67 68 69 68 67 69 67 67 67 68 67 68 67 69 68 68 68 68 68 68 69 67 67 69 68 69 67 67 67 69 69 68 67 68 69 68 67 69 68 68 69 68 67 67 69 69 69 67 68 67 69 67 69 68 69 69 68 69 68 69 69 69 69 68 67 67 69 69 67 68 68 69 67 67 67 68 69 68 69 67 67 69 69 67 67 67 67 69 69 69 67 69 68 69 69 69 67 68 67 68 69 68 68 69 69 67 67 68 67 69 68 69 69 68 67 68 67 67 69 68 68 68 69 67 68 68 68 69 67 69 68 67 69 68 67 68 68 67 67 69 69 67 68 68 69 68 69 68 69 67 69 67 69 69 68 68 69 67 67 68 69 69 69 68 68 67 69 68 68 69 69 68 68 67 69 68 67 67 68 68 67 67 67 68 68 67 67 69 67 69 69 68 67 68 67 67 68 67 68 67 68 67 69 67 68 67 69 69 67 69 69 67 67 68 68 68 68 69 69 68 69 68 68 68 69 67 69 69 68 68 68 68 69 69 68 68 68 68 67 67 68 69 68 69 67 67 67 69 69 67 69 68 67 67 69 69 69 67 68 67 67 69 68 67 69 69 67 69 67 68 67 68 68 68 68 69 68 67 69,1
56 55 55 56 55 55 54 56 55 56 56 56 56 54 55 54 55 54 55 54 56 55 55 55 55 56 55 55 56 54 54 54 55 55 54 56 54 56 55 56 56 55 56 56 56 56 56 55 54 54 56 56 56 54 56 54 55 56 55 55 55 56 54 56 56 54 54 56 54 56 54 56 54 55 55 54 56 54 56 55 56 56 56 55 55 56 55 55 56 54 55 55 55 55 55 54 55 56 56 54 56 56 55 54 56 56 54 54 54 56 54 56 55 54 55 56 54 54 55 55,1
35 41 38 36 44 42 44 38 35 43 35 35 34 41 36 37 37 42 39 34 37 41 40 42 41 40 43 41 34 35 39 40 42 37 44 43 37 44 35 44 36 41 36 42 44 39 39 40 44 39 38 38 38 34 36 43 44 34 43 34 44 38 35 40 35 40 38 36 42 38 41 43 36 36 43 37 41 43 37 35 37 42 40 41 36 44 36 40 44 40 43 41 36 43 41 40 36 42 36 43 39 44 43 41 36 37 34 36 41 36 39 44 36 44 41 35 39 44 40 42 38 42 37 34 41 39 43 43 36 38 44 39 39 43 42 34 40 36 40 35 42 42 42 40 41 39 37 34 42 37 34 41 38 37 39 38 40 43 38 36 38 43 44 42 37 40 43 39 44 37 35 38 39 40 37 34 35 38 36 44 42 39 40 43 36 43 41 44 39 40 38 43 43 35 43 43 36 35 44 42 39 44 34 40 36 44 35 34 35 37 43 39 38 44 34 36 38 35 43 35 40 37 43 42 38 44 36 40 44 38 43 36 40 41 42 36 40 34 39 40 35 39 39 38 42 35 40 44 43 43 42 43 44 42 41 34 44 38 39 40 38 40 34,0
35 34 35 30 35 31 25 33 27 35 26 29 30 25 29 28 35 30 35 27 35 32 26 26 25 26 35 29 35 32 34 26 32 32 31 27 33 29 25 35 30 29 25 31 29 32 35 29 33 28 35 27 29 33 33 31 25 26 33 26 32 27 28 28 25 31 30 25 32 33 30 28 33 27 28 26 32 31 25 34 35 32 35 30 34 33 29 35 26 25 34 28 26 28 26 32 25 27 26 26 30 28 34 35 34 31 28 25 32 31 34 31 29 28 27 34 28 34 29 32 25 34 29 31 33 31 34 29 33 35 32 34 32 32 26 33 28 33 35 33 32 25 27 25 30 31 28 29 29 32 28 31 28 26 32 26 28 35 25 30 29 30 32 34 29 35 28 34 25 25 27 34 31 30 28 35 30 29 28 35 28 30 30 30,0
69 67 67 67 68 69 67 69 68 69 68 68 69 68 68 67 67 67 69 68 67 69 68 67 69 67 69 69 67 67 67 67 68 68 67 69 68 69 67 67 69 67 68 69 68 67 69 68 68 67 67 69 69 69 67 68 67 69 67 69 67 69 69 69 67 68 69 69 68 68 68 69 67 69 69 69 67 67 69 67 68 68 68 68 67 67 67 68 69,1
64 64 65 63 65 64 63 64 64 63 63 64 65 63 64 63 63 65 64 63 65 64 64 63 64 65 64 64 64 65 65 64 65 64 64 64 65 64 64 65 65 63 63 63 64 65 64 63 63 64 65 65 63 65 65 65 64 64 64 65 65 65 65 63 64 65 65 65 65 64 65 63 65 64 63 63 63 63 65 64 63 65 63 64 65 63 65 63 63 63 65 65 65 63 64 64 63 65 64 65 63 64 64 64 64 65 65 65 65 64 65 63 64 65 64 64 63 63 63 64 64 65 65 63 63 64 65 65 64 63 63 65 63 64 63 63 63 63 64 63 64 65 64 65 64 64 64 64 63 64 63 64 65 64 65 65 64 63 63 64 65 64 64 63 64 64 63 65 65 63 63 64 63,1
56 60 58 55 63 65 59 65 56 64 55 61 61 57 62 55 56 63 56 65 62 56 55 60 57 62 62 56 61 63 64 56 65 58 60 62 65 60 60 64 63 63 65 57 62 57 58 60 65 59 56 58 64 57 60 65 57 65 61 57 62 57 63 59 56 58 62 55 60 62 59 58 64 64 65 61 63 61 61 62 60 57 61 55 63 60 62 63 64 61 62 58 63 65 61 57 58 57 65 61 57 55 61 60 61 63 55 59 57 65 65 57 63 58 58 59 63 59 56 58 56 61 57 56 64 63 57 57 56 56 57 65 63 62 65 56 56 56 63 60 57 61 55 61 59 55 63 61 56 62 63 58 62 57 65 59 57 57 58 61 65 62 62 60 55 58 56 58 59 60 65 65 57 62 61 64 62 59 62 57 65 65 61 55 63 56 55 62 62 60 57 61 61 59 63 57 58 59 57 61 65 61 58 61 60 61 56 56 65 56 57 64 56 62 64 58 64 65 63 58 58 64 62 60 58 57 57 62 55 59 58 59 63 63 64 55 63 63 62 60 61 64 63 62 61 62 59 62 62 60 63 65 60 56 65 62 56 56 62 55 56 64 57 58 64 60 61 57 62 58 57 62 57 57 61 65 64 62 62 61 65 56 56 60 62 58 56 56 63 60 60 57 56 65 58 56 55 56 57 57 65 57 63 63 55 55 64 62 62 62 61 61 56 56 57 62 55 62 60 60 62 58 55 59 55 65 62 65 62 61 65 60 60 65 57 57 58 63 59 59 57 59 56 61 64 58 59 60 65 57 55 62 59 64 65 58 56 58 58 57 57 62 62 57 61 56 55 59 61 56 57 60 61 59 65 61 55 65,0
50 50 49 51 51 51 51 50 49 49 51 50 49 51 50 51 50 50 51 49 51 50 50 50 50 49 50 50 50 49 50 50 49 49 51 51 51 50 49 50 50 50 49 49 50 51 51 51 50 49 51 49 51 49 51 50 51 51 49 50 50 51 49 51 49 51 49 50 51 50 51 51,1
36 39 46 36 36 45 41 46 40 45 39 46 45 39 36 42 42 45 44 42 36 42 45 45 39 44 45 38 44 46 44 46 46 43 43 43 39 43 43 38 36 38 45 37 39 39 44 42 41 36 42 38 40 45 38 42 40 43 41 45 40 40 38 36 36 38 38 37 43 45 41 41 38 38 41 45 37 40 42 42 38 41 45 44 37 41 40 39 38 43 43 38 36 44 46 42 37 44 37 45 42 40 39 37 44 46 46 45 42 46 44 46 45 43 42 41 43 39 44 39 40 36 46 37 41 38 39 39 41 45 41 44 46 40 39 46 40 38 41 42 41 43 43 40 43 45 45 38 46 42 42 40 37 37 38 39 44 45 41 42 36 46 39 38 41 45 41 40 37 42 36 38 40 36 38 39 37 44 44 42 45 44 41 36 40 41 38 42 43 38 36 36 45 38 36 42 46 42 43 41 37 41 40 41 46 46 36 41 40 43 45 46 46 46 40 39 37 36 43 36 41 44 41 41 46 45 46 40 41 44 36 36 46 44 45 44 40 41 44 42 36 39 43 39 38 41 41 41 45 38 39 41 42 41 38 45 45 43 36 39 37 40 46 45 44 41 40 37 38 43 41 37 41 36 37 44 40 39 36 46 45 41 44 38 38 45 43 43 40,0
64 62 62 62 63 64 64 63 62 62 64 62 64 62 64 62 64 64 62 64 62 62 64 63 63 62 63 64 64 62 63 62 63 62 62 64 64 63 63 63 62 64 63 63 62 64 63 63 64 62 62 62 63 64 64 63 62 64 64 63 62 62 64 63 63 64 64 63 64 64 62 64 62 64 63 63 62 64 64 63 63 64 64 64 63 63 64 64 63 62 63 64 64 63 62 63 62 62 64 64 64 62 62 64 62 63 63 62 62 63 63 64 62 63 63 62 62 63 63 62 63 62 63 63 64 63 64 62 64 63 63 64 63 62 63 63 62 63 62 63 64 62 62 62 64 62 62 62 64 64 63 64 63 63 63 62 63 64 62 64 63 63 62 63 63 63 62 63 63 62 62 64 63 64 62 63 64 63 64 64 62 62 64 62 63 62 62 63 63 63 64 64 62 64 64 62 62 64 64 63 62 62 62 62 62 63 63 62 64 63 64 64 63 62 64 64 63 63 63 63 64 63 63 64 63 64 62 62 62 64 63 64 63 63 62 62 64 62 64 63 62 64 64 63 63 63 63 63 63 63 62 64 64 63 62 64 64 62 63 64 64 63 63 62 62 64 64 62 63 62 62 63 62 62 62 63 63 64 63 64 62 63 63 63 64 63 62 64 63 63 63 62 62 63 62 64 63 62 64 62 64 62 64 63 62 63 62 64 62 64 62 63 64 64 63 63 63 63 64 62,1
41 48 43 39 41 39 45 41 41 46 49 43 48 41 42 46 43 48 45 47 44 45 48 43 45 40 46 42 48 39 41 40 45 43 48 44 41 47 39 41 39 47 42 49 42 47 46 49 46 39 41 43 43 42 49 41 42 40 41 49 46 41 48 39 46 49 48 42 39 40 48 40 43 48 46 45 49 47 49 47 39 49 48 49 47 45 43 43 39 49 43 39 45 45 48 45 46 49 41 44 47 46 42 40 47 42 46 47 45 46 41 44 48 47 41 44 44 47 44 41 46 49 45 42 42 46 47 48 44 45 47 43 44 40 39 47 49 42 43 44 49 39 39 40 48 40 48 41 43 39 46 39 49 46 43 48 41 44 46 44 48 45 41 43 40 42 47 46 42 47 41 41 45 47 41 46 41 40 45 42 44 44,0
29 31 35 33 33 31 35 29 37 35 29 28 31 31 34 38 38 37 35 37 36 30 30 32 34 28 28 35 28 32 34 33 38 32 36 30 34 35 32 33 35 34 28 31 31 36 28 36 29 31 37 28 29 38 36 33 33 31 31 34 29 34 30 30 34 35 29 37 35 38 29 35 32 38 31 33 37 36 31 31 30 32 28 28 38 37 35 28 33 29 32 32 34 28 33 36 30 28 31 36 33 38 36 34 37 35 38 29 31 30 33 32 33 30 29 32 32 34 29 31 33 29 38 32 35 29 32 34 36 31 28 33 38 33 28 32 30 38 28 31 30 37 37 32 34 37 28 28 32 38 30 31 31 37 32 34 32 38 32 30 32 38 29 38 28 34 32 29 28 36 28 28 30 30 32 34 30 32 31 34 37 32 37 29 29 28 36 35 35 31 29 33 38 33 32 28 36 34 29 38 36 32 28 29 32 35 34,0
48 45 45 47 47 42 41 44 47 43 42 41 41 38 44 48 41 44 42 46 39 48 47 46 48 41 40 45 43 48 43 41 41 48 42 38 46 42,0
57 56 58 57 57 56 57 56 58 57 57 56 58 57 56 56 58 56 56 56 58 56 58 58 56 56 56 56 58 57 56 58 58 58 58 57 58 58 57,1
45 36 35 42 44 45 39 44 41 45 44 43 36 43 44 37 44 45 35 38 45 39 42 37 38 36 44 40 36 37 37 42 45 45 45 45 45 36 38 35 38 45 44 40 40 35 42 35 35 42 44 45 41 43 42 38 35 39 38 44 42 37 39 45 38 38 39 36 39 41 35 44 43 35 39 45 35 41 43 39 36 40 44 40 45 35 37 38 37 43 35 42 42 42 35 42 36 38 43 44 36 38 45 41 35 37 37 35 37 43 40 35 37 43 43 36 44 41 39 39 35 36 41 44 38 43 44 45 39 40 40 44 40 35 35 42 41 40 42 35 40 35 37 40 42 44 40 37 35 44 41 35 40 40 38 37 37 41 38 43 40 41 39 36 36 44 42 43 43 43 42 36 45 36 38 35 45 35 40 39 36 37 45 43 40 44 35 38 37 40 42 38 45 38 43 43 45 42 41 38 37 41 41 39 42 37 36 43 41 36 39 36 44 39 37 39 38 39 36 37 45 44 44 39 41 44 37 38 40 39 39 35 42 41 43 36 35 35 35 35 35 43 42 39 39 38 45 40 35 37 35 38 40 35 45 39 43 43 40 44 41 38 37 41 40 44 43 38 41 40 45 35 41 36 38 41 41 36 36 43 43 36 43 41 40 45 35 36 45 36 43 44 39 39 45 37 45 41 45 43 36 36 40 37 41 35,0
49 52 50 50 47 49 46 45 45 53 46 46 46 48 46 45 54 50 48 48 46 55 55 52 52 48 50 48 49 54 47 48 50 45 50 51 48 52 47 48 47 51 48 45 54 47 45 51 51 52 52 51 46 45 55 54 51 49 55 48 46 50 52 50 49 49 55 46 55 54 49 46 52 52 48 48 48 45 50 52 51 52 53 51 53 54 47 52 51 55 49 54 55 46 45 48 50 47 52 51 46 54 46 54 49 52 51 51 50 51 55 46 52 54 54 46 45 52 49 53 52 46 46 46 51 47 46 47 47 49 54 52 53 47 47 53 50 54 48 51 50 49 51 46 54 50 55 46 45 54 45 51 49 51 55 48 55 52 47 53 50 49 54 45 45 49 53 52 50 48 47 49 52 49 54 49 54 52 51 52 52 47 51 49 54 46 45 47 54 51 53 47 50 52 46 46 48 47 53 49 49 48 46 49 48 55 49 54 45 52 45 45 55 50 55 51 51 55 47 53 49 50 55 45 52 47 55 55 45 54 47 48 54 46 47 54 46 48 47 47 54 51 54 48 51 46 52 55 50 49 50 55 52 47 53 52 55 49 54 53 46 55 49 46 48 51 47 50 52 46 46 46 50 49 47 53 45 45 46 55 54 52 54 55 51 55 50 48 45 54 50 54 48 50 46 52 47 51 54 51 46 54 55 51 52 54 51 47 54 50 48 49 50 55 48 55 55 50 45 52 53 52 46 54 45 50 51 48 54 49 47 49 49 45 55 55 45 47 49 50 55 47 52 46 51 53 51 52 48 55 54 53 53 48 45 53 48 45 46 46 47 49 52 52 48 47 55 51 52 49 54 45 51 52 55 45 55 47 50 49 46 50 46 48 51 54 52 49 46 49 45 52 51 48 47 54 52 46 52 49 49 46 47 48 46 45 50 50 53 45 54 55 52 45 49 55 52 45 46 50 46 50 53 53 47 46 55 49 55 49 55 46 45 50 49 49 48 45 53 51 46 50 45 55 51 48 46 52 52 53 46 51 54 51 45 51 51 50 47 46 45 48 47 52 54 55 47 55 47 49 50 52 53 46 47 45 48 51 54 48 51 51 55 55 46 49 48 52 54 55 52 47 53 55 48 53 51 47 48 53 52 53 53 46 46 49 51 50 53 51 54 55 47 52 47 53 52 48 50 45 52 47 53 49 54 51 52,0
60 59 51 51 51 54 59 51 52 56 55 55 59 59 60 56 56 61 61 60 57 60 52 55 58 56 52 52 53 55 59 58 58 57 51 59 57 60 56 61 53 60 58 51 55 52,0
65 63 65 64 63 65 65 63 63 65 63 63 65 65 63 63 65 63 64 63 65 65 63 63 65 63 63 63 65 65 63 63 65 64 64 63 64 64 64 64 65 64 63 65 65 64 65 65 64 64 63 65 64 64 65 64 64 65 64 63 63 65 65 65 64 64 65 64 63 64 65 64 63 65 63 63 63 65 65 64 64 63 64 64 64 64 63 65 65 64 65 65 63 65 63 65 63 65 63 64 63 65 63 65 63 64 63 64 64 64 64 65 63 65 63 64 63 65 65 64 64 63 64 65 63 63 65 64 63 63 65 64 63 64 63 64 64 64 63 63 65 65 64 65 63 64 64 63 65 63 63 63 64 65 63 63 65 63 64 63 63 64 64 63 64 65 64 63 63 64 65 65 64 64 64 65 63 65 63 63 63 63 64 64 63 65 65 65 65 64 65 64 65 63 63 64 65 64 63 63 63 63 64 65 64 63 63 64 63 63 63 63 64 64 64 64 65 65 64 65 65 64 64 65 63 63 65 63 63 63 64 65 64 63 65 65 64 64 63 63 65 64 63 65 65 63 63 65 64 64 65 64 63 65 65 63 63 64 65 64 64 65 63 65 64 65 64 65 65 64 65 65 65 65 63 63 65 63 65 63 63 64 64 65 64 65 64 63 63 63 63 64 64 65 63 65 65 63 65 64 64 63 64 64 64 65 64 63 65 63 65 63 63 65 64 65 65 65 64 63 65 64 63 63 64 63 64 63 64 64 63 65 64 64 63 63 63 63 65 63 64 63 63 63 63 63 64 65 64 63 63 63 65 64 65 64 64 63 65 64 64 63 65 64 64 64 64 64 65 63 63 65 63 65 64 64 65 64 63 63 63 65 63 65 63 64 63 64 65 63 65 65 65 64 65 65 65 65 65 63 65 65 63 63 64 63 64 65 64 64 65 64 65 64 65 64 63 65 63 65 65 64 64 63 65 63 63 65 65 65 64 63 64 64 65 65 63 63 63 63 65 64 63 65 64 63 64 64 63 64 63 65 63 63 64 65 65 64 64 64 64 64 63 63 63 63 64 65 64 63 65 64 65 64 65 63 63 63 64 65 65 65 63,1
61 62 54 57 63 56 59 63 59 64 56 61 62 59 61 61 55 60 55 54 58 62 56 60 56 64 62 62 64 61 63 59 59 62 61 54 57 56 60 63 57 58 57 64 62 56 57 62 58 57 60 54 55 56 58 59 60 59 61 63 54 63 62 57 56 61 58 64 58 57 58 64 55 57 54 58 62 56 55 60 62 60 64 60 58 59 62 60 54 56 58 64 56 60 56 57 64 54 64 64 61 56 63 64 64 59 57 54 63 59 62 62 57 58 64 64 62 55 64 62 58 64 56 63 64 58 58 57 64 55 58 57 64 60 56 61 62 58 63 62 56 62 62 58 59 60 57 56 59 63 62 60 60 59 63 59 57 57 64 54 61 62 56 61 62 59 58 59 62 56 64 56 61 64 57 61 60 60 62 59 57 61 58 56 64 59 61 57 58 55 62 61 63 61 56 58 58 64 60 56 56 54 61 58 64 55 63 56 62 59 59 60 59 59 58 60 57 60 64 64 61 63 62 63 58 61 64 64 61 55 63 57 55 54 61 56 56 60 58 58 64 63 60 62 58 59 54 63 63 56 58 64 57 64 64 58 55 62 58 64 54 54 60 64 57 60 64 59 58 63 59 60 59 63 57 64 54 63 60 57 61 59 62 54 62 59 57 62 60 57 57 54 56 56 58,0
64 61 66 57 57 56 60 56 59 65 62 63 62 64 57 62 56 61 57 58 61 63 58 56 65 63 57 66 60 60 66 58 61 62 62 56 62 64 62 63 57 66 66 66 63 57 60 66 57 56 62 61 64 61 64 59 66 64 66 60 56 63 57 60 57 63 64 58 63 57 59 62 62 63 57 59 61 56 63 57 58 57 63 64 58 64 61 61 62 57 59 56 60 59 62 62 66 61 63 64 64 61 62 60 62 60 56 56 56 65 66 64 62 63 61 58 63 65 64 58 57 57 63 58 64 59 59 61 56 62 59 60 65 61 64 62 61 64 66 56 58 65 57 61 64 61 65 59 60 65 59 66 56 60 61 65 58 59 65 56 57 62 60 61 64 56 66 56 58 60 56 61 56 56 56 65 57 63 64 58 65 66 63 62 66 64 56 63 58 57 60 59 56 59 59 66 65 66 65 64 61 58 63 64 60 65 56 66 65 61 64 57 64 57 63 63 62 65 65 65 56 62 56 58 56 57 64 58 57 58 57 58 61 57 64 59 65 57 60 57 59 60 62 56 65 56 57 66 60 62 57 60 57 66 66 57 66 62 66 62 57 60 58 66 63 56 64 58 58 64 65 61 59 59 59 59 62 60 61 64 57 60 62 59 58 59 62 58 65 64 63 58 59 60 66 65 63 61 62 56 61 62 60 59 66 58 60 57 65 66 59 56 63 65 56 59 62 57 60 65 60 57 59 60 63 60 66 57 59 64 59 62 66 62 61 64 64 56 59 65 59 63 57 59 58 59 56 56 57 57 60 57 61 61 63 57 59 57 65 57 57 62 62 62 60 59 66 61 58 66 57 65 63 58 59 61 62 62 60 63 58 58 60 61 58 65 63 63 56 56 66 60 57 63 66 57 58 57 62 64 57 64 61 62 65 65 64 65 63 58 60 63 64 63 57 64 63 58 62 57 59 59 64 57 62 61 65 66 61 57 56 64 62 62 56 66 60 57 59 58 56 61 61 57 66 59 57 61 61 57 57 56 59 64 65 56,0
