Tab Switches,Window Focus Changes,Copy Events,Cut Events,Paste Events,Full Screen Exits,Risk Level
18,1,3,4,7,3,92.83261322315776
3,0,8,9,0,0,29.863296387445125
6,14,1,1,1,4,84.54710415466843
3,11,0,3,1,0,51.37442686032966
11,5,2,3,2,2,66.46321410445447
12,5,6,4,10,2,93.47231281397585
2,9,8,7,7,4,87.2569777767783
11,1,1,4,0,2,50.681968303013306
1,14,5,0,5,1,67.40744841613794
1,0,2,1,3,2,18.93565779828205
8,13,4,2,1,3,90.71750907882148
0,9,8,2,6,2,63.98951552301443
7,2,2,9,3,1,49.83865000558205
5,9,0,5,3,4,75.65963555566744
5,13,4,8,11,2,103.02636579891985
17,4,0,9,1,1,78.22266283236654
16,5,7,0,5,3,95.20024420205044
11,2,6,5,3,0,60.89216682768587
5,8,1,8,5,0,59.93494577887993
7,10,8,3,7,4,99.07233233139895
18,4,4,9,2,4,105.74039445721257
9,12,6,2,0,0,74.38297768733163
0,1,3,5,4,0,22.625863281096066
12,9,0,5,3,4,95.21243452784401
16,5,7,1,2,0,72.39661470436536
2,11,0,4,2,2,59.080021261029884
7,7,2,0,0,1,50.85848195331842
13,10,5,8,8,4,118.12092225448593
2,5,7,8,4,1,49.6568021835288
15,3,7,2,1,3,82.8351971913392
12,5,1,4,1,3,74.38865013626854
19,7,8,2,10,2,116.05041283615668
16,7,3,6,8,3,109.15595659170884
12,12,3,0,3,4,102.22768619780406
5,9,1,4,0,2,59.35335373833774
16,1,0,5,1,2,67.8313615603484
13,7,9,6,2,4,101.70508702300327
16,5,6,2,6,0,82.84129578861076
7,1,9,6,13,1,75.64784734832307
10,0,2,3,0,4,56.34917655505202
19,5,3,9,1,0,87.0646234343705
0,12,8,5,13,0,76.28739713565035
6,6,5,4,5,3,69.26622526240206
16,13,0,3,0,2,104.22310943850465
9,13,8,5,11,2,113.25297631160976
10,9,8,2,8,3,99.2009578196435
8,4,4,2,3,3,63.77351237093659
8,13,7,4,7,2,98.93958042772636
4,9,6,4,2,4,74.78597901384285
16,7,7,8,1,4,109.06985680720994
8,10,8,3,0,4,87.23000706428437
16,12,1,4,2,4,111.4748044026471
18,11,9,8,8,3,140.18486196009636
6,8,4,3,4,1,62.29408113371886
8,3,7,2,4,1,55.48267330557837
6,6,2,6,2,2,58.19234796693491
12,7,5,6,9,1,91.09505661373781
10,12,5,7,9,4,118.93559533057463
13,5,6,3,4,3,89.58996394468
18,1,2,3,5,4,91.55402156273237
10,6,7,8,10,0,82.31374842923645
12,12,7,9,14,3,132.14577080478315
13,8,8,6,11,0,100.90342810141189
12,4,7,2,2,0,60.337129377137494
0,14,2,8,8,2,79.80253662199586
7,1,5,4,0,0,33.69694635143853
11,3,8,3,0,1,60.169019955766146
18,2,0,0,0,1,62.090091067495415
11,3,2,8,2,0,59.16022674598461
7,9,1,5,5,2,78.52187763739958
7,6,7,1,1,0,53.4582344109602
12,9,5,6,0,3,90.03191170540349
11,7,9,2,7,3,97.53731032231673
15,0,7,5,10,3,95.50050761180403
0,12,1,7,8,3,77.51294967414154
12,7,5,2,1,0,67.75401128235025
6,4,6,4,0,4,63.366087593718085
4,11,7,5,2,4,85.16675160874689
7,6,8,0,4,3,69.97665547319654
13,10,4,9,6,2,108.09538277996536
12,10,2,6,3,2,94.9329250469709
14,0,1,3,0,0,48.56436328403508
16,1,7,9,4,4,101.27292583057972
14,0,0,6,3,0,50.032961286309934
19,4,9,6,15,1,123.19141812525619
17,13,5,4,0,3,116.32850253981641
17,13,1,7,8,1,122.65416939444714
1,5,2,7,3,1,37.54874768484319
3,9,7,4,8,2,74.18771781645655
0,8,0,4,4,4,59.60107346596129
3,7,5,6,11,3,78.08066288508434
17,6,2,5,1,0,79.88462851490277
4,11,5,3,2,3,73.5661228341889
18,4,2,1,1,0,71.20813866626798
14,13,7,7,8,0,114.94539728419379
7,14,4,2,2,4,91.96899842524127
19,2,3,1,4,1,79.23976643673974
16,8,8,9,6,0,104.12150240910607
0,12,4,6,3,4,72.59763526965817
11,4,3,9,7,1,80.86184360466609
18,2,7,5,3,1,83.80246572513992
14,2,7,7,4,3,89.3726592000818
8,2,7,5,0,3,57.64899338610537
6,13,3,6,9,3,102.2083944122855
1,5,0,1,1,2,27.98230265110621
8,0,1,9,6,1,55.817230802089014
9,10,3,1,2,2,78.07026601021326
1,3,9,5,4,3,50.69483298375489
18,12,1,8,5,4,129.14871873584573
10,7,9,2,0,3,80.11560502500025
12,2,2,9,7,0,66.14778755639249
9,4,8,7,8,4,93.0695041735885
13,1,8,4,10,4,94.78482313016431
17,14,8,5,4,1,121.09137976944405
18,1,6,5,9,2,96.91230245785266
8,10,3,9,6,0,78.80326273421244
6,12,0,2,1,4,81.80958831524917
2,6,2,4,4,2,50.761086966673936
19,9,7,0,3,2,105.44027403565572
5,2,3,1,1,0,26.048373190465185
1,4,9,9,3,0,44.31489805866982
5,2,9,2,4,3,59.13737368760901
2,5,1,3,0,3,38.029834608694316
15,12,7,8,12,4,144.3972096973826
7,9,6,0,0,4,75.73005823226605
1,2,9,2,7,4,52.31666006986879
16,7,8,2,3,3,101.19360456321338
8,1,1,5,5,4,63.927673367299
11,2,4,4,6,4,80.69698361073469
2,7,5,2,4,3,55.75883442535995
10,7,1,3,0,3,69.27396899163058
0,0,1,6,4,4,36.15411252270317
12,7,9,2,0,4,89.1286485666805
14,9,3,8,3,2,97.16200510549436
4,1,7,7,2,1,40.53473417817103
16,11,4,1,1,3,104.61927323022084
5,6,8,4,3,1,61.94845144902916
10,5,3,3,4,3,76.94177750709314
17,1,2,4,4,2,81.83372677901951
3,4,9,2,8,1,54.23848862995263
2,6,7,9,1,2,53.19215369951414
12,7,0,0,0,0,58.60285055109466
8,2,8,7,13,1,78.96757812023048
5,0,3,8,3,1,40.66063560025908
11,12,8,7,6,1,102.23539955082991
1,6,7,3,1,0,36.297154197535285
2,12,2,1,3,0,51.249501027180216
2,4,2,3,1,2,35.07819803106346
11,4,8,8,16,0,95.46648846869998
14,6,2,9,6,3,101.18086683449576
8,0,3,8,0,4,58.748282632688785
7,7,8,4,10,1,80.6671716845583
10,11,3,4,1,2,84.08861965684665
15,13,2,9,10,2,127.88163278866637
3,9,6,2,8,2,73.07667372006324
0,14,5,5,9,2,84.9738303865663
6,4,0,6,3,1,51.82244277454543
1,7,9,9,11,2,76.66965922695397
4,9,7,8,0,1,64.92001979932037
6,14,0,6,2,2,81.43414875012269
3,9,3,2,3,2,55.8103975891766
4,4,5,6,6,4,67.89903102790547
0,11,5,0,5,3,65.93192024043243
0,6,6,1,7,0,42.84752142385095
14,9,4,3,4,0,83.36746428654433
19,2,4,6,0,0,73.47223148676355
18,1,3,8,4,3,92.13376668628216
9,5,5,4,5,1,66.07326395620387
17,4,6,7,13,0,100.83983001950503
2,8,9,6,2,0,47.56137257407339
10,9,9,4,12,0,95.83638576900326
14,3,0,2,1,1,60.90415857925273
10,10,8,2,3,3,94.3111712135173
16,2,7,5,5,3,90.67533185205112
16,8,6,9,5,1,102.3093217652146
5,7,8,3,3,4,74.14414279379127
4,5,2,2,0,2,41.80668490577714
7,0,9,3,2,1,46.417563200793595
1,13,3,2,2,2,63.43544413838044
15,9,6,9,9,3,122.26434365770588
19,12,5,5,6,2,127.72031060923553
11,11,1,6,1,0,74.71292152173966
5,10,1,3,3,2,65.94869151129966
0,0,9,2,5,2,34.07515341393291
3,11,6,2,4,3,77.40860457965599
16,5,8,2,5,4,105.98711016765091
12,12,8,8,8,2,115.65842990799459
17,2,6,2,1,3,82.07889034837464
4,2,7,2,3,0,34.1338169342104
2,5,9,7,16,2,79.07106799111384
10,12,2,3,3,2,87.53995924370642
12,2,0,6,4,0,56.91268158070328
3,12,6,2,6,1,72.53305375793273
13,10,7,7,0,4,107.02425070429771
10,9,1,2,1,0,62.79783281877608
9,5,8,4,9,0,71.14001462672088
18,4,3,0,1,0,69.15790693770452
17,3,9,4,12,1,103.38979015280115
5,7,8,5,8,0,68.90458289726978
14,1,2,6,1,1,62.83704794214931
9,14,7,1,0,4,98.10112345381047
4,11,1,1,2,1,61.11946081953375
4,13,2,8,10,4,106.12313517013138
9,10,0,9,9,4,108.27983879570381
4,6,4,0,4,4,64.20131630918526
2,3,3,1,2,3,39.717083507683434
5,1,0,1,1,4,41.97115207222215
3,14,9,9,14,1,101.98994174327505
17,6,8,6,12,3,122.69743128641058
8,12,5,5,6,0,83.5557264265028
16,0,5,8,10,0,83.8557449908218
12,3,1,6,7,2,77.15108695431482
14,8,6,2,3,4,102.144553562422
19,13,8,2,7,2,127.79339890051472
16,3,5,0,2,4,88.01132860563867
12,11,7,7,7,4,119.924275111624
15,12,4,0,4,1,98.42510008248338
3,2,1,1,1,1,26.254624069053854
4,9,3,6,6,0,59.708933233260886
4,9,0,0,0,3,53.52621029474402
8,1,0,3,3,0,37.168836822796976
16,13,5,8,13,4,146.89397738278072
12,14,1,7,3,3,104.5933120438357
1,2,5,7,12,2,55.0939197793092
12,0,0,2,0,4,58.27055882551222
18,9,9,4,2,1,105.10196051267425
2,7,2,3,3,0,38.96346790166658
9,0,8,7,9,0,61.68144631175308
1,2,1,6,6,2,36.77547233489374
12,13,7,6,8,0,106.87401651641586
18,2,5,9,14,0,104.46695401102721
16,12,5,9,10,3,137.07566976552334
13,14,6,6,3,4,119.90463043414442
11,1,4,0,4,3,59.75829601830936
11,13,3,6,2,3,96.59108004309977
10,4,5,3,5,0,60.797061571037844
6,9,7,2,3,4,82.0558183242356
3,2,3,4,4,0,30.93537495607634
18,2,4,1,2,0,68.8696990953575
0,7,6,7,6,3,61.41723517368381
2,3,5,8,11,1,53.821275590585564
12,3,3,4,6,1,71.1345495619892
14,2,3,2,0,3,68.54479754042103
1,10,9,9,17,3,102.87296337047988
10,0,3,6,3,0,43.71649809016576
3,7,0,0,0,4,48.06748680017998
18,14,4,9,7,0,125.69020869901948
16,0,7,2,3,0,65.36923190693011
2,6,6,8,11,2,72.47151973584968
17,4,4,1,2,0,75.75849885232478
7,3,2,8,9,4,78.8490122082874
18,3,0,0,0,0,65.5737438430196
4,7,6,3,5,3,69.233733522584
6,10,2,9,2,4,85.41626688457494
7,10,3,5,1,3,79.46504543295879
4,12,4,6,8,2,84.75174530503163
16,13,7,2,2,2,111.14159308165009
4,5,6,8,0,4,61.352916867916285
3,13,8,3,11,1,90.07042504301081
18,11,2,4,6,1,111.87101088247026
1,0,9,7,12,4,68.39558670380923
10,13,0,2,0,4,91.80972680629343
12,9,0,7,0,3,88.60608443038264
14,7,9,0,4,2,90.30542175144043
11,12,0,7,6,4,111.37447931394097
10,13,1,9,1,0,82.20437014509272
6,1,1,7,0,3,45.60506387270049
4,5,6,5,5,2,61.65671102665403
16,8,8,4,12,3,130.05568248589572
19,0,7,8,4,2,94.6401057474221
8,5,3,5,5,0,60.42869226990514
13,7,1,0,1,2,72.1092440909301
11,9,2,5,6,3,95.71399598191918
5,12,9,0,0,2,71.60826546533026
16,1,4,5,7,3,93.61533226910724
18,4,8,2,6,4,109.70813160959082
18,5,7,5,6,0,98.05708370469873
15,4,2,5,5,3,87.79670658656123
11,2,8,0,4,1,64.39755465009968
11,3,9,8,8,1,81.67719830696362
19,6,2,7,2,2,101.50776831484161
5,3,9,1,8,4,70.27133907506159
3,8,7,1,4,4,71.83669451466133
5,10,0,4,2,1,56.87482567896541
10,11,3,9,2,2,93.47296188284653
0,13,3,1,1,4,68.49049093187425
14,12,5,0,3,4,108.798625151469
10,12,1,1,0,2,79.55616901797903
18,9,6,4,3,3,115.89486529664492
17,1,4,9,12,1,96.75336189275266
16,4,9,6,8,4,111.93199431148307
18,7,5,4,6,3,110.65739053806224
13,13,5,0,5,3,106.5739945992488
17,4,5,6,5,3,99.04781430797283
18,9,9,5,5,3,124.64957641830664
14,11,7,6,10,0,111.715699642528
14,7,9,1,9,0,89.60799562561678
3,7,3,4,6,2,59.3796660291875
6,8,9,7,12,1,87.88432682255343
12,9,7,6,13,2,116.3230603930177
2,5,8,5,2,0,39.70070852762784
15,11,3,5,2,2,98.5111451543589
8,3,0,0,0,2,43.34033013554116
7,11,2,0,2,3,76.61298421626273
19,10,0,6,2,4,116.29260313352313
12,2,6,2,0,0,51.07016816663716
16,14,0,5,3,0,100.19520903071951
16,11,3,4,1,2,103.88809478423755
16,13,0,2,1,4,110.53728372625615
0,4,1,5,3,2,34.7563236054752
7,5,0,2,0,1,43.297349012301716
18,2,4,7,4,0,80.78490134006618
5,1,6,6,0,3,48.776986787732014
2,6,2,8,8,3,69.43209445185778
4,10,7,4,7,3,86.64724650204501
12,4,4,0,4,0,60.03618527881505
14,8,4,9,3,0,88.2102272662953
13,14,4,7,6,3,124.1769998205809
15,2,7,1,2,0,67.65399761675
17,13,1,5,4,3,118.44818769061293
10,14,1,0,0,1,79.38449043328669
2,7,7,5,0,1,47.246411145543654
9,5,8,3,9,1,80.0527750888894
9,3,9,4,10,2,84.08723513567557
15,11,9,9,7,2,121.51804798141158
11,11,1,6,6,4,105.01864338993086
1,14,3,5,0,4,76.41521751261519
8,8,7,0,3,4,82.69606150969997
2,4,1,8,3,1,35.34551758488837
14,14,3,5,3,1,101.2674351157084
2,9,9,5,11,1,78.12514628259795
18,5,0,8,8,0,96.2782218451433
17,13,1,9,9,0,117.30102459143947
7,14,6,4,1,1,84.19833512425568
16,14,0,5,3,3,116.6057053378167
7,12,0,5,1,4,82.95505174042394
6,8,1,6,2,2,63.27940821990296
6,6,3,8,9,4,84.75451354790239
2,11,6,4,4,3,72.76817803323787
0,4,3,4,3,0,23.662204058222756
3,1,4,3,6,1,37.252334102003765
4,3,3,9,4,0,44.57423737585599
0,1,3,3,4,0,16.505150065082614
14,2,8,7,3,3,87.0340405412459
4,9,5,1,5,0,54.59069594364716
12,11,2,9,8,0,99.53760167072848
7,2,5,7,5,4,66.7711858174022
7,3,6,1,1,4,61.823777696098
4,5,6,0,5,3,55.56448680509396
8,11,7,9,0,1,80.78011930755322
0,2,3,8,10,4,58.7821637670346
3,9,0,7,5,0,53.678594146382274
2,13,5,5,3,2,69.94121848644514
1,0,7,3,1,4,40.32027528102756
7,0,4,1,5,2,44.42687384477932
8,8,2,7,0,1,61.38469278804855
1,8,3,2,3,0,42.589641170171035
13,4,7,9,16,4,122.84540327215133
13,8,5,3,4,1,83.0914869530788
3,10,4,4,5,3,73.3424246481923
5,6,8,3,1,1,52.7285410614284
10,8,9,7,9,3,102.82469832485074
2,11,2,8,7,3,78.48347481196355
7,6,6,0,3,4,72.1472385762494
2,8,8,1,3,2,59.33283581167511
13,14,3,3,1,3,104.82234031354793
12,1,9,0,4,0,57.572709584771985
12,10,9,5,9,4,119.16966665807959
1,10,2,4,3,3,63.39178156241646
12,7,0,6,2,4,90.0046435030019
18,6,8,5,13,0,115.17866954596303
5,5,0,2,0,4,52.623677730139164
15,4,1,4,1,4,81.80285287619265
1,3,8,2,2,3,45.17333979768607
7,6,4,8,7,1,72.51465949587556
16,2,3,1,4,4,86.18281695702731
1,7,8,5,6,3,67.49691812378526
9,1,8,8,9,0,67.64837940765604
15,0,1,9,6,0,66.8616040128762
5,10,2,6,5,1,68.95840427702791
1,1,2,4,5,0,19.391814415168675
1,8,4,1,3,3,54.17205326919792
12,4,2,1,1,1,61.26025553460228
14,10,9,3,12,3,121.80876972506304
1,7,5,9,3,1,52.05725613962295
6,2,1,1,1,1,34.736957067589046
2,6,5,7,8,3,71.03271396744894
7,14,5,9,10,1,103.30762047835825
13,1,1,6,5,3,73.19553854067
6,7,5,6,11,0,73.02589606975494
6,13,5,2,3,0,73.78174205991891
0,6,5,6,5,4,58.78088870935208
16,11,4,7,5,2,111.76806600989639
8,4,6,4,2,2,61.08246103094844
12,11,4,0,4,0,79.84865756417572
18,10,0,0,0,4,103.91665452917192
18,3,8,3,3,2,95.0290518788575
16,0,2,1,2,3,68.19236310638352
9,4,1,6,6,3,74.10726764700448
9,11,9,2,2,1,82.18349806119905
3,8,5,3,3,2,57.93082750286408
7,9,7,8,12,3,101.84315004783755
19,3,1,1,1,2,79.12434895564623
19,12,3,7,3,1,114.73032729690041
17,8,1,0,1,0,79.46700791127516
13,11,8,2,1,4,106.83915859539701
17,1,9,3,3,1,76.29620850093839
13,3,1,5,1,1,61.425727283966445
19,8,9,0,7,1,109.79948958363248
14,3,1,7,8,4,100.50939056743451
3,4,4,1,5,3,52.584626360603245
12,10,4,4,7,2,97.44512316193892
7,7,6,5,3,0,59.6464041547967
17,0,0,7,1,0,60.64290920160922
11,0,1,2,2,4,61.324735150783084
13,8,5,8,1,0,81.56984189232448
1,8,1,4,5,4,63.40096528538289
17,3,3,7,3,4,97.58046950872748
1,12,9,3,4,2,71.12799935161932
10,1,5,8,8,2,74.34206154717175
8,12,6,7,4,4,100.03418020542824
11,8,9,4,8,2,98.47741675671263
16,13,4,2,0,3,108.04549188841126
14,3,7,0,7,1,75.09433955843055
16,5,5,4,4,0,86.63576515607296
17,11,4,4,1,0,96.22260721197424
5,0,3,3,4,0,30.226206516556598
16,11,5,9,10,0,117.05774401880842
17,8,5,9,0,3,108.26044491729736
7,4,5,7,7,3,74.07539948158598
8,14,0,2,1,1,74.77459141611438
5,2,5,9,6,4,67.89565823465185
4,3,0,8,1,2,44.04312570734271
11,0,4,2,3,1,49.54651770829469
10,13,6,3,4,0,90.00265562326739
0,8,0,5,1,2,42.80144922479242
10,13,0,8,6,1,97.14898019365411
18,7,5,9,5,0,102.59971776874174
8,3,6,1,5,1,58.51848966799104
1,1,5,1,4,0,19.329646807942954
11,13,4,1,4,0,87.81124636989328
3,8,5,4,5,3,65.07482269354146
3,3,2,5,1,0,28.48625352422737
17,8,8,2,9,1,108.90815613539397
14,9,4,2,0,2,83.39091723200993
18,2,1,1,0,3,75.61295575001333
12,6,9,5,7,2,93.51868854744133
18,6,9,0,2,4,106.40689663579226
16,9,6,8,14,2,128.75030069630162
5,12,2,9,10,4,104.36005194707931
15,3,0,3,2,4,79.93968336882286
11,1,2,1,0,3,53.64628459799734
18,10,8,5,12,2,133.02186786991828
4,8,4,4,5,0,55.964192444661506
16,3,6,2,3,3,89.29769456367514
0,7,2,2,3,3,49.507326014130754
9,13,3,4,6,0,86.87496798360432
14,1,0,3,1,2,61.460506033211196
10,7,2,4,1,3,75.82373383169096
12,10,6,1,0,4,93.77071564827291
4,9,3,0,1,0,46.40116600523576
0,4,1,4,3,1,28.171037815032474
11,6,4,0,1,3,68.70370906339231
10,6,4,2,0,4,73.11702122649129
16,11,1,7,0,2,103.40624163020858
3,8,5,7,8,2,72.80913372300465
14,2,9,8,16,0,100.94825801236753
8,9,3,0,2,4,78.05209996685959
19,3,0,3,2,0,74.72333065765271
18,9,2,5,6,3,116.54142533201276
18,3,8,6,5,0,89.66281598153549
11,14,9,4,7,1,110.82755667010089
4,12,6,6,6,0,73.46864412276236
9,9,5,9,0,0,71.5441555653941
16,4,0,7,2,3,87.05055667784437
4,13,8,9,3,4,97.1851474935742
15,5,8,5,10,1,98.96280500135344
6,14,0,3,3,0,69.16808870122745
8,2,5,0,2,3,53.91751489950564
2,12,6,4,2,3,75.2598403575222
14,3,1,9,4,3,82.63185667228248
15,2,9,9,7,4,108.37851978288892
17,1,7,9,0,0,69.71148463862204
13,9,7,3,1,2,91.07443127521992
2,11,5,4,6,1,65.12453953157514
11,8,8,3,0,2,81.33264452833667
8,0,2,8,10,4,75.75728198396767
6,1,1,2,1,0,23.735293288222415
8,7,1,2,0,2,61.31723707968764
12,14,5,9,9,2,124.35329261971128
17,6,6,6,7,2,108.40635091399771
4,11,5,1,6,1,67.91926051122428
12,0,2,8,5,0,59.62216922690493
3,4,4,7,2,3,50.63349675680351
1,9,7,5,6,0,51.94470775498534
15,5,5,8,2,2,86.4753482616156
8,4,1,2,3,0,43.75602392734717
8,3,6,3,4,3,65.29032623181895
5,13,7,6,6,1,85.73031286230783
10,12,3,0,1,0,70.81913353076072
0,0,0,0,0,0,0.0
3,6,1,0,1,1,30.96737045566765
12,8,3,7,3,1,83.3842467352213
12,5,6,5,1,2,75.67065049309733
12,2,1,2,2,2,58.20731283090524
1,14,5,9,2,1,73.59604258274538
8,9,1,6,0,3,73.91566927088928
7,13,6,5,10,2,103.31706346491235
6,3,1,4,5,3,59.59170030356626
3,9,2,2,0,1,42.82027831554501
17,4,8,3,9,0,94.15477989266418
2,14,3,0,3,1,64.18509570803326
5,11,4,8,12,1,91.21734219460217
11,11,8,4,6,4,109.7933148266288
11,0,6,1,0,1,45.43504911010946
7,4,7,8,2,2,65.3779732914873
0,0,2,6,2,0,10.386244219701734
3,8,3,7,2,3,61.294678009797515
10,6,6,2,6,4,93.54707379187023
2,2,3,6,5,2,43.76918045536982
12,8,1,0,0,0,64.16694112143256
16,1,9,5,11,3,106.53263540301576
9,11,5,9,1,0,79.58796728634826
11,6,8,5,4,2,83.98184152211299
14,8,1,9,5,0,88.76242774876964
9,5,0,5,3,1,61.89992838172471
13,9,7,2,1,0,80.45107784633487
12,4,0,5,5,1,69.33362060969355
4,11,0,2,0,2,57.05530586160071
5,6,2,9,3,4,73.19664717494173
1,13,4,8,11,1,82.33591478541886
16,14,8,6,3,0,113.7969488208289
3,14,9,3,3,0,70.00408901800789
13,5,1,2,0,0,56.892158225029156
9,4,0,5,2,2,56.944589067567
2,13,0,8,6,3,80.72047391181134
2,1,7,2,3,0,24.432544683027505
14,7,9,7,0,0,85.58383078221821
5,14,9,5,12,1,101.01100848554442
16,12,9,3,8,4,135.16967059121575
11,6,1,4,4,0,63.10623536129283
19,5,8,2,1,2,96.09379207335223
10,4,8,1,3,3,74.37983080390877
3,4,1,8,2,3,47.097792652152606
5,8,2,2,2,3,60.00459702335559
0,0,1,5,3,2,22.290653617524033
19,8,5,4,8,3,120.19352625190292
15,5,6,9,3,3,99.16817040389104
14,3,5,7,11,1,92.88516041750974
16,9,2,4,2,3,99.07385608926494
7,13,2,7,6,1,88.04839687386512
11,6,1,4,5,1,71.15184277245724
9,8,1,9,4,1,75.80104793286223
14,4,4,5,9,2,91.54315342078816
8,13,7,4,6,0,89.1753134649243
1,4,5,1,4,4,53.46985851387536
4,7,8,9,3,3,75.94866843123717
5,6,4,9,0,4,71.38678169735823
6,12,9,5,9,0,85.99435043378742
0,12,3,6,4,1,59.44858179545371
6,7,8,2,0,1,57.13047166559603
19,10,9,2,11,1,130.21658834976688
11,11,4,6,0,1,84.30088085381314
15,9,0,9,0,3,95.74755182925227
15,1,4,3,0,0,55.53068533036224
10,8,4,1,1,0,62.66680887317628
3,2,4,8,8,0,45.07068095673851
12,5,1,8,6,4,92.20245508456325
6,5,5,5,10,1,69.41949111331114
3,1,4,1,2,2,31.971127962480843
14,11,1,2,0,0,76.43015738904485
18,12,9,4,3,4,133.56901814507347
8,6,7,4,6,3,81.32077035488193
10,8,5,8,2,1,78.4548475473784
7,11,9,9,4,4,105.67010540744796
0,9,2,2,4,2,50.550002667788085
7,10,8,1,3,2,79.76071765688317
12,0,3,9,12,3,87.34159827816656
3,7,2,7,5,0,51.66591182923256
7,1,6,6,11,0,62.078644711427906
2,13,7,8,12,4,105.3402640030419
8,0,6,2,8,4,69.24326081526718
1,7,0,5,4,0,37.68464883073884
1,1,0,4,0,0,11.219278434299413
12,5,4,4,4,4,89.54960323467954
14,14,7,9,4,1,114.37758760275538
11,5,9,7,4,2,85.07989028339736
3,4,2,0,0,2,36.582636347149155
7,7,7,0,6,3,79.50775358324961
8,2,2,2,1,2,48.387687690487674
4,12,3,1,0,4,72.41444080413073
19,9,9,1,10,1,125.25766164945425
17,14,6,1,6,4,135.45962837701254
10,3,2,3,3,0,51.074837735858864
14,6,3,0,2,0,68.0408214311814
8,14,7,9,5,2,104.28230069052192
16,6,3,8,4,1,92.9867433823166
11,12,8,4,10,3,119.58615006745381
6,11,3,4,2,4,84.80521616909418
9,13,3,8,4,3,101.8386322156191
9,7,4,4,6,3,81.65260132474465
12,1,0,7,5,3,72.88357669235965
18,10,6,0,4,3,115.61358701186121
10,11,8,0,1,4,92.6428933192896
12,1,8,3,8,0,68.01833484400926
7,3,0,7,1,4,63.08293165048079
7,12,5,2,0,0,62.99304988385992
3,9,2,0,2,0,41.83253130042307
14,12,3,8,3,4,120.17427829587669
10,8,7,8,12,4,116.31543070822754
10,9,3,8,9,4,107.1479763435195
0,11,7,8,10,0,71.98593681377919
16,8,3,1,1,4,100.45183426455655
14,12,8,3,5,1,105.79298892963247
19,12,5,1,0,2,111.39516422987815
5,3,0,6,4,2,49.669980317351495
14,8,9,2,5,1,94.83415682069729
8,14,1,8,8,2,104.12308302201626
13,13,6,6,8,0,107.81034383405343
17,2,9,7,15,4,124.31097849425542
16,11,6,8,8,4,134.7487912108942
17,4,2,7,2,4,97.53519177444647
4,9,0,6,4,1,58.30377754817324
19,8,7,8,3,1,111.05277057861609
19,5,9,0,7,0,99.35469416238739
8,2,9,3,7,1,63.09084323396243
10,9,6,3,1,4,89.81689907711622
0,8,9,4,7,0,52.23646556174724
17,5,7,7,6,0,94.35461078317627
5,3,0,9,8,4,71.2425808937017
1,13,2,0,0,3,59.359111802624525
14,3,1,5,1,4,79.4756883342918
13,7,0,8,4,0,79.05168334026713
4,6,4,9,13,3,86.71601535715658
5,0,2,7,1,4,52.97760623676329
5,5,9,1,4,4,70.4154385297122
17,7,7,6,12,3,121.10699429461911
13,2,5,4,8,3,84.57593678252971
9,13,9,1,6,2,101.0642385585394
13,8,8,0,6,3,98.31338040011774
12,9,8,1,0,1,77.6375394643409
2,1,5,9,8,3,54.32154031209454
5,13,1,5,5,0,70.24653505869935
7,5,8,7,6,3,81.38785551174857
11,11,1,2,0,4,90.37167142877584
12,0,2,4,3,1,52.16020869700445
10,11,5,1,1,3,88.81081222663298
11,10,1,7,0,1,75.21726182039016
0,14,4,3,2,2,66.2759122179825
16,1,1,9,3,1,74.6740935492734
15,12,3,5,8,4,124.73128362993101
10,4,2,2,0,2,54.693368947832084
12,0,4,7,10,3,84.96458088120977
17,7,5,7,2,1,94.28023496279462
10,0,6,2,0,2,49.21900130938021
11,12,9,8,1,3,107.77467163582958
5,8,7,9,8,3,90.15827432246196
8,9,8,4,8,1,84.56811096981085
15,10,3,9,11,1,116.29284161940635
3,2,3,8,0,2,36.330569596214325
2,11,6,6,8,1,76.13987789991268
15,1,9,9,16,3,119.6730337285634
11,14,9,2,9,4,124.50980936961322
10,0,8,5,3,2,61.53766579206727
4,8,1,9,4,4,77.83492202266221
17,14,5,1,4,4,128.2484220166566
18,3,9,5,4,3,103.92301057476085
5,11,9,4,4,4,91.70321266302189
17,0,7,2,3,0,65.68639258422579
5,0,4,6,8,2,53.237850034355745
3,6,4,3,4,3,60.654567278466104
11,1,7,5,7,1,70.02858413961516
18,6,0,8,8,3,115.84734856757838
1,11,5,5,6,1,61.45699228195715
16,14,9,3,6,3,132.1580948992804
10,6,8,9,4,0,75.10398402963365
10,14,5,1,1,2,89.44873767774845
15,9,6,8,0,4,111.46883721714346
1,13,3,3,3,3,69.68999004462124
1,8,9,3,5,2,60.6969094773334
7,12,0,1,1,2,70.88715177023776
12,6,8,4,5,2,84.0949630939074
9,12,5,5,9,2,105.70973187976733
7,13,2,9,3,2,93.00886062822828
3,0,3,5,1,4,42.430226890044466
14,11,9,2,0,4,109.0239794811428
0,12,5,8,2,3,71.16684914571707
10,7,5,6,10,1,87.04957536243563
6,7,8,2,8,3,84.38812763146552
16,3,3,3,3,2,82.03268324653773
19,12,4,6,0,1,110.90023250983477
17,7,4,7,4,3,108.86725777889669
11,3,2,5,1,1,58.00118482773061
8,14,1,3,0,4,89.74812656042134
4,7,7,1,0,2,57.60233765586362
9,4,9,9,11,1,87.02875291895536
3,3,8,7,4,0,43.14659161304312
4,5,9,0,0,2,50.0412126240903
